Unnamed: 0,supply_id,parent_id,priority,start_day,end_date,estdur,device_type,battery_type,d_estdur
650,H13828159,H13828067,1,1/6/2022,30/06/2022,13,DRAWWORK,ZSF|NAJ|JSU|POW,2.0
651,H13828161,H13828067,1,1/6/2022,30/06/2022,50,DRILL,ZSF,1.0
652,H13828163,H13828067,1,1/6/2022,30/06/2022,28,DRILL,LEK|POW,2.0
653,H13828165,H13828067,1,1/6/2022,30/06/2022,23,DRAWWORK,POW|ZSF|LEK|NAJ,1.5
654,H13828167,H13828067,1,1/6/2022,30/06/2022,21,DIESEL,ZSF|JSU|LEK|NAJ,1.0
655,H13828169,H13828067,1,1/6/2022,30/06/2022,2,DIESEL,NAJ|POW|LEK,1.0
656,H13828171,H13828067,1,1/6/2022,30/06/2022,52,GENERATOR,POW|NAJ|JSU|LEK,1.5
657,H13828173,H13828067,1,1/6/2022,30/06/2022,20,DRILL,POW|NAJ,0.5
658,H13828175,H13828067,1,1/6/2022,30/06/2022,2,DRAWWORK,ZSF|NAJ|JSU|LEK,0.5
659,H13828177,H13828067,1,1/6/2022,30/06/2022,60,DRILL,LEK|JSU|ZSF|NAJ,1.0
660,H13828179,H13828067,1,1/6/2022,30/06/2022,39,DIESEL,ZSF,1.0
661,H13828181,H13828067,1,1/6/2022,30/06/2022,13,DRILL,NAJ|ZSF,2.0
662,H13828183,,1,1/6/2022,30/06/2022,10,DRAWWORK,JSU|POW|NAJ,1.5
663,H13828185,H13828183,1,1/6/2022,30/06/2022,43,DIESEL,JSU,1.0
664,H13828187,H13828183,1,1/6/2022,30/06/2022,51,GENERATOR,LEK,1.0
665,H13828189,H13828183,1,1/6/2022,30/06/2022,63,GENERATOR,NAJ|ZSF|JSU,1.5
666,H13828191,H13828183,1,1/6/2022,30/06/2022,42,DRAWWORK,POW,0.5
667,H13828193,H13828183,1,1/6/2022,30/06/2022,41,DIESEL,LEK,0.5
668,H13828195,H13828183,1,1/6/2022,30/06/2022,12,DRILL,POW|NAJ|LEK|JSU,1.0
669,H13828197,,1,1/6/2022,30/06/2022,11,MUDPUMP,LEK|JSU|ZSF,0.5
670,H13828199,H13828197,1,1/6/2022,30/06/2022,12,GENERATOR,LEK,1.0
671,H13828201,H13828197,1,1/6/2022,30/06/2022,32,DIESEL,ZSF|NAJ,2.0
672,H13828203,H13828197,1,1/6/2022,30/06/2022,63,GENERATOR,NAJ|ZSF,2.0
673,H13828205,H13828197,1,1/6/2022,30/06/2022,12,DRAWWORK,JSU|LEK,0.5
674,H13828207,H13828197,1,1/6/2022,30/06/2022,50,DRAWWORK,NAJ,1.0
675,H13828209,H13828197,1,1/6/2022,30/06/2022,12,DRAWWORK,POW,1.0
676,H13828211,H13828197,1,1/6/2022,30/06/2022,13,DIESEL,NAJ,0.5
677,H13828213,H13828197,1,1/6/2022,30/06/2022,22,DRAWWORK,JSU|NAJ,1.0
678,H13828215,H13828197,1,1/6/2022,30/06/2022,28,GENERATOR,NAJ,1.5
679,H13828217,H13828197,1,1/6/2022,30/06/2022,10,DRAWWORK,LEK|POW|ZSF|JSU,0.5
680,H13828219,H13828197,1,1/6/2022,30/06/2022,21,MUDPUMP,NAJ,0.5
681,H13828221,H13828197,1,1/6/2022,30/06/2022,52,GENERATOR,LEK|JSU|ZSF,1.5
682,H13828223,H13828197,1,1/6/2022,30/06/2022,13,MUDPUMP,JSU|POW|NAJ,1.0
683,H13828225,H13828197,1,1/6/2022,30/06/2022,10,MUDPUMP,ZSF|NAJ|POW|JSU,0.5
684,H13828227,H13828197,1,1/6/2022,30/06/2022,22,MUDPUMP,POW|NAJ|ZSF|JSU,0.5
685,H13828229,H13828197,1,1/6/2022,30/06/2022,20,DIESEL,NAJ|POW|LEK,1.0
686,H13828231,H13828197,1,1/6/2022,30/06/2022,48,GENERATOR,ZSF|LEK,2.0
687,H13828233,H13828197,1,1/6/2022,30/06/2022,42,DIESEL,NAJ,1.5
688,H13828235,H13828197,1,1/6/2022,30/06/2022,61,DRILL,JSU,0.5
689,H13828237,H13828197,1,1/6/2022,30/06/2022,52,GENERATOR,POW|LEK|NAJ,2.0
690,H13828239,H13828197,1,1/6/2022,30/06/2022,20,DIESEL,POW|NAJ|ZSF,0.5
691,H13828241,H13828197,1,1/6/2022,30/06/2022,22,DRAWWORK,LEK|JSU|POW|NAJ,1.0
692,H13828243,H13828197,1,1/6/2022,30/06/2022,21,DRILL,JSU|POW|LEK,2.0
693,H13828245,H13828197,1,1/6/2022,30/06/2022,22,GENERATOR,NAJ|POW|LEK,2.0
694,H13828247,H13828197,1,1/6/2022,30/06/2022,18,DRAWWORK,ZSF|LEK|NAJ|POW,0.5
695,H13828249,H13828197,1,1/6/2022,30/06/2022,62,DRAWWORK,JSU|POW|ZSF|LEK,1.0
696,H13828251,H13828197,1,1/6/2022,30/06/2022,22,GENERATOR,JSU|ZSF|POW,1.0
697,H13828253,H13828197,1,1/6/2022,30/06/2022,3,DIESEL,LEK,0.5
698,H13828255,H13828197,1,1/6/2022,30/06/2022,19,GENERATOR,LEK|NAJ|ZSF,1.0
699,H13828257,H13828197,1,1/6/2022,30/06/2022,28,MUDPUMP,ZSF|JSU,1.5
700,H13828259,H13828197,1,1/6/2022,30/06/2022,13,GENERATOR,LEK,0.5
701,H13828261,H13828197,1,15/06/2022,15/07/2022,28,DRAWWORK,POW,0.5
702,H13828263,H13828197,1,15/06/2022,15/07/2022,13,MUDPUMP,ZSF|POW|NAJ,1.5
703,H13828265,H13828197,1,15/06/2022,15/07/2022,52,DIESEL,POW,1.0
704,H13828267,H13828197,1,15/06/2022,15/07/2022,49,DRAWWORK,JSU|LEK|POW|NAJ,0.5
705,H13828269,H13828197,1,15/06/2022,15/07/2022,13,DRILL,NAJ,0.5
706,H13828271,H13828197,1,15/06/2022,15/07/2022,33,DRAWWORK,NAJ,1.0
707,H13828273,H13828197,1,15/06/2022,15/07/2022,38,DRILL,ZSF,2.0
708,H13828275,H13828197,1,15/06/2022,15/07/2022,12,GENERATOR,POW,1.5
709,H13828277,H13828197,1,15/06/2022,15/07/2022,10,MUDPUMP,ZSF|LEK|JSU|NAJ,0.5
710,H13828279,H13828197,1,15/06/2022,15/07/2022,33,GENERATOR,POW,2.0
711,H13828281,H13828197,1,15/06/2022,15/07/2022,31,MUDPUMP,JSU,1.0
712,H13828283,H13828197,1,15/06/2022,15/07/2022,21,DRILL,ZSF|LEK,2.0
713,H13828285,H13828197,1,15/06/2022,15/07/2022,10,DIESEL,NAJ|ZSF|POW|LEK,1.5
714,H13828287,H13828197,1,15/06/2022,15/07/2022,13,GENERATOR,JSU|ZSF,1.0
715,H13828289,H13828197,1,15/06/2022,15/07/2022,22,DRILL,POW|JSU,1.0
716,H13828291,H13828197,1,15/06/2022,15/07/2022,12,GENERATOR,ZSF|NAJ,1.5
717,H13828293,H13828197,1,15/06/2022,15/07/2022,22,DRILL,NAJ,0.5
718,H13828295,H13828197,1,15/06/2022,15/07/2022,41,MUDPUMP,ZSF|LEK|NAJ|JSU,0.5
719,H13828297,H13828197,1,15/06/2022,15/07/2022,43,MUDPUMP,NAJ|ZSF|POW|JSU,1.0
720,H13828299,H13828197,1,15/06/2022,15/07/2022,10,GENERATOR,POW|LEK|JSU|ZSF,1.5
721,H13828301,H13828197,1,15/06/2022,15/07/2022,13,GENERATOR,POW|LEK,0.5
722,H13828303,H13828197,1,15/06/2022,15/07/2022,23,DRAWWORK,NAJ|LEK|POW|JSU,0.5
723,H13828305,H13828197,1,15/06/2022,15/07/2022,10,MUDPUMP,NAJ,1.5
724,H13828307,H13828197,1,15/06/2022,15/07/2022,12,DIESEL,POW|JSU|LEK|ZSF,1.0
725,H13828309,H13828197,1,15/06/2022,15/07/2022,41,GENERATOR,LEK|JSU|NAJ,0.5
726,H13828311,H13828197,1,15/06/2022,15/07/2022,21,MUDPUMP,POW,0.5
727,H13828313,,1,15/06/2022,15/07/2022,18,DIESEL,POW|JSU|ZSF|NAJ,1.0
728,H13828315,H13828313,1,15/06/2022,15/07/2022,28,DIESEL,ZSF|LEK|JSU|POW,2.0
729,H13828317,H13828313,1,15/06/2022,15/07/2022,12,DRAWWORK,NAJ|JSU,1.5
730,H13828319,H13828313,1,15/06/2022,15/07/2022,40,DRILL,NAJ|LEK|ZSF|POW,0.5
731,H13828321,H13828313,1,15/06/2022,15/07/2022,2,DRILL,JSU|LEK|NAJ|ZSF,2.0
732,H13828323,H13828313,1,15/06/2022,15/07/2022,33,DRAWWORK,POW,0.5
733,H13828325,H13828313,1,15/06/2022,15/07/2022,13,DIESEL,JSU|ZSF|LEK|NAJ,1.0
734,H13828327,,1,15/06/2022,15/07/2022,43,DRAWWORK,ZSF|NAJ|POW,2.0
735,H13828329,,1,15/06/2022,15/07/2022,2,DRILL,NAJ,2.0
736,H13828331,,1,15/06/2022,15/07/2022,39,DIESEL,POW|JSU|NAJ|ZSF,0.5
737,H13828335,,1,15/06/2022,15/07/2022,52,DRILL,POW,1.0
738,H13828337,,1,15/06/2022,15/07/2022,50,MUDPUMP,ZSF|NAJ|POW|LEK,1.0
739,H13828342,H13828337,1,15/06/2022,15/07/2022,11,DRILL,POW|LEK|ZSF,0.5
740,H13828347,H13828337,1,15/06/2022,15/07/2022,33,DIESEL,NAJ|JSU|POW|LEK,1.0
741,H13828352,H13828337,1,15/06/2022,15/07/2022,61,DRAWWORK,JSU|ZSF|POW,1.5
742,H13828357,H13828337,1,15/06/2022,15/07/2022,12,DRAWWORK,JSU|ZSF|NAJ|LEK,0.5
743,H13828362,H13828337,1,15/06/2022,15/07/2022,13,DIESEL,POW|NAJ|ZSF,0.5
744,H13828367,H13828337,1,15/06/2022,15/07/2022,20,MUDPUMP,ZSF,1.5
745,H13828372,H13828337,1,15/06/2022,15/07/2022,23,DIESEL,ZSF,1.0
746,H13828377,H13828337,1,15/06/2022,15/07/2022,12,GENERATOR,ZSF,0.5
747,H13828382,H13828337,1,15/06/2022,15/07/2022,22,GENERATOR,JSU|ZSF,0.5
748,H13828387,H13828337,1,15/06/2022,15/07/2022,61,DIESEL,NAJ|ZSF|LEK,1.0
749,H13828392,H13828337,1,15/06/2022,15/07/2022,23,DRAWWORK,ZSF|LEK|NAJ|POW,2.0
750,H13828397,H13828337,1,15/06/2022,15/07/2022,29,MUDPUMP,POW|JSU|ZSF|LEK,1.5
751,H13828402,H13828337,1,15/06/2022,15/07/2022,50,DRILL,POW|ZSF|JSU,0.5
752,H13828407,,1,15/06/2022,15/07/2022,13,GENERATOR,NAJ|ZSF|JSU,2.0
753,H13828413,H13828407,1,15/06/2022,15/07/2022,31,MUDPUMP,ZSF|POW|JSU,1.0
754,H13828419,H13828407,1,15/06/2022,15/07/2022,22,DRAWWORK,NAJ|JSU|ZSF|POW,2.0
755,H13828425,H13828407,1,15/06/2022,15/07/2022,3,DIESEL,POW|JSU|NAJ,1.5
756,H13828431,H13828407,1,15/06/2022,15/07/2022,28,DRILL,JSU|LEK|POW,1.0
757,H13828437,H13828407,1,15/06/2022,15/07/2022,18,MUDPUMP,NAJ|ZSF,1.0
758,H13828443,H13828407,1,15/06/2022,15/07/2022,32,GENERATOR,LEK|POW,1.5
759,H13828449,H13828407,1,15/06/2022,15/07/2022,22,DIESEL,LEK|POW|JSU|ZSF,0.5
760,H13828455,H13828407,1,15/06/2022,15/07/2022,32,DRILL,ZSF,0.5
761,H13828461,H13828407,1,15/06/2022,15/07/2022,2,DIESEL,NAJ|ZSF,1.0
762,H13828467,H13828407,1,15/06/2022,15/07/2022,13,DRAWWORK,NAJ|LEK|POW|JSU,1.0
763,H13828473,H13828407,1,15/06/2022,15/07/2022,41,GENERATOR,POW,2.0
764,H13828479,H13828407,1,15/06/2022,15/07/2022,21,DIESEL,LEK|JSU|POW,1.5
765,H13828485,H13828407,1,15/06/2022,15/07/2022,41,DRILL,POW|JSU|ZSF,1.0
766,H13828491,H13828407,1,15/06/2022,15/07/2022,38,MUDPUMP,JSU,1.0
767,H13828497,H13828407,1,15/06/2022,15/07/2022,23,DRAWWORK,LEK|ZSF|POW|JSU,1.5
768,H13828503,H13828407,1,15/06/2022,15/07/2022,30,DRILL,LEK|POW|JSU|NAJ,0.5
769,H13828509,H13828407,1,15/06/2022,15/07/2022,23,DRILL,NAJ|ZSF|JSU|POW,0.5
770,H13828515,H13828407,1,15/06/2022,15/07/2022,10,DRAWWORK,NAJ|LEK|POW,1.0
771,H13828521,H13828407,1,15/06/2022,15/07/2022,38,MUDPUMP,NAJ,0.5
772,H13828527,H13828407,1,15/06/2022,15/07/2022,32,DIESEL,JSU|ZSF|POW,1.0
773,H13828533,H13828407,1,15/06/2022,15/07/2022,31,DIESEL,POW|ZSF|LEK,2.0
774,H13828539,H13828407,1,15/06/2022,15/07/2022,9,GENERATOR,ZSF|LEK|POW|NAJ,2.0
775,H13828545,H13828407,1,15/06/2022,15/07/2022,31,DRILL,NAJ|ZSF|LEK,0.5
776,H13828551,H13828407,1,15/06/2022,15/07/2022,31,DRAWWORK,POW,1.0
777,H13828557,H13828407,1,15/06/2022,15/07/2022,13,GENERATOR,ZSF,1.0
778,H13828563,H13828407,1,15/06/2022,15/07/2022,28,MUDPUMP,JSU|LEK,0.5
779,H13828569,H13828407,1,15/06/2022,15/07/2022,13,MUDPUMP,JSU|NAJ|ZSF,1.0
780,H13828575,H13828407,1,15/06/2022,15/07/2022,28,DRAWWORK,ZSF|NAJ|POW|LEK,1.5
781,H13828581,H13828407,1,15/06/2022,15/07/2022,8,DIESEL,LEK|JSU|POW|NAJ,0.5
782,H13828587,H13828407,1,15/06/2022,15/07/2022,63,DRAWWORK,ZSF,0.5
783,H13828593,H13828407,1,15/06/2022,15/07/2022,13,MUDPUMP,ZSF|LEK,1.5
784,H13828599,H13828407,1,15/06/2022,15/07/2022,62,DIESEL,POW|JSU|LEK|ZSF,1.0
785,H13828605,H13828407,1,15/06/2022,15/07/2022,42,MUDPUMP,JSU|ZSF|LEK,0.5
786,H13828611,H13828407,1,15/06/2022,15/07/2022,19,MUDPUMP,POW|LEK,0.5
787,H13828617,H13828407,1,15/06/2022,15/07/2022,11,MUDPUMP,LEK|JSU,1.0
788,H13828623,H13828407,1,15/06/2022,15/07/2022,63,GENERATOR,LEK,2.0
789,H13828629,H13828407,1,15/06/2022,15/07/2022,11,DRAWWORK,ZSF,1.5
790,H13828635,H13828407,1,15/06/2022,15/07/2022,58,GENERATOR,LEK,0.5
791,H13828641,H13828407,1,15/06/2022,15/07/2022,19,DRILL,JSU,2.0
792,H13828647,H13828407,1,15/06/2022,15/07/2022,21,DRILL,NAJ|JSU|ZSF,0.5
793,H13828653,H13828407,1,15/06/2022,15/07/2022,63,DIESEL,LEK,1.0
794,H13828659,H13828407,1,15/06/2022,15/07/2022,32,GENERATOR,ZSF|POW|NAJ,2.0
795,H13828665,H13828407,1,15/06/2022,15/07/2022,12,DRAWWORK,ZSF,2.0
796,H13828671,H13828407,1,15/06/2022,15/07/2022,42,GENERATOR,JSU|LEK,0.5
797,H13828677,H13828407,1,15/06/2022,15/07/2022,11,DRILL,LEK,1.0
798,H13828683,H13828407,1,15/06/2022,15/07/2022,51,DRAWWORK,JSU|ZSF,1.0
799,H13828689,H13828407,1,15/06/2022,15/07/2022,31,GENERATOR,ZSF|LEK,1.0
800,H13828695,H13828407,1,15/06/2022,15/07/2022,48,DIESEL,ZSF|JSU,2.0
801,H13828701,H13828407,1,1/7/2022,30/07/2022,32,DIESEL,POW,1.5
802,H13828707,H13828407,1,1/7/2022,30/07/2022,12,DRILL,ZSF|JSU|NAJ,1.0
803,H13828713,H13828407,1,1/7/2022,30/07/2022,12,MUDPUMP,LEK,1.0
804,H13828719,H13828407,1,1/7/2022,30/07/2022,29,GENERATOR,POW|NAJ,1.5
805,H13828725,H13828407,1,1/7/2022,30/07/2022,19,DRILL,NAJ,0.5
806,H13828731,H13828407,1,1/7/2022,30/07/2022,21,GENERATOR,NAJ,0.5
807,H13828737,H13828407,1,1/7/2022,30/07/2022,20,DRILL,LEK,1.0
808,H13828743,H13828407,1,1/7/2022,30/07/2022,22,DRILL,POW,0.5
809,H13828749,H13828407,1,1/7/2022,30/07/2022,13,DRILL,LEK|ZSF|JSU,1.0
810,H13828755,H13828407,1,1/7/2022,30/07/2022,12,DRILL,ZSF|JSU,2.0
811,H13828761,H13828407,1,1/7/2022,30/07/2022,10,DRAWWORK,POW|LEK|NAJ,2.0
812,H13828767,H13828407,1,1/7/2022,30/07/2022,32,DRILL,LEK|NAJ,0.5
813,H13828773,H13828407,1,1/7/2022,30/07/2022,12,DRAWWORK,POW,1.0
814,H13828779,H13828407,1,1/7/2022,30/07/2022,10,DRILL,POW,1.0
815,H13828785,H13828407,1,1/7/2022,30/07/2022,13,GENERATOR,POW,0.5
816,H13828791,H13828407,1,1/7/2022,30/07/2022,21,DIESEL,JSU|ZSF|POW|NAJ,1.0
817,H13828797,H13828407,1,1/7/2022,30/07/2022,13,DIESEL,POW|LEK|JSU,1.5
818,H13828803,H13828407,1,1/7/2022,30/07/2022,11,MUDPUMP,ZSF,0.5
819,H13828809,H13828407,1,1/7/2022,30/07/2022,11,DRAWWORK,POW|JSU,0.5
820,H13828815,H13828407,1,1/7/2022,30/07/2022,10,DRILL,POW|LEK,1.5
821,H13828821,H13828407,1,1/7/2022,30/07/2022,22,GENERATOR,JSU|POW|LEK,1.0
822,H13828827,,1,1/7/2022,30/07/2022,12,DRAWWORK,POW,0.5
823,H13828833,H13828827,1,1/7/2022,30/07/2022,13,DIESEL,POW|LEK,0.5
824,H13828839,H13828827,1,1/7/2022,30/07/2022,31,MUDPUMP,NAJ,1.0
825,H13828845,H13828827,1,1/7/2022,30/07/2022,10,GENERATOR,LEK|JSU|ZSF,2.0
826,H13828851,H13828827,1,1/7/2022,30/07/2022,13,DIESEL,POW|NAJ,1.5
827,H13828857,H13828827,1,1/7/2022,30/07/2022,60,MUDPUMP,NAJ|ZSF|POW|JSU,0.5
828,H13828863,H13828827,1,1/7/2022,30/07/2022,2,MUDPUMP,JSU|ZSF|POW|NAJ,2.0
829,H13828869,H13828827,1,1/7/2022,30/07/2022,13,GENERATOR,JSU|POW|NAJ|LEK,0.5
830,H13828875,H13828827,1,1/7/2022,30/07/2022,33,DIESEL,POW|NAJ|JSU,1.0
831,H13828881,H13828827,1,1/7/2022,30/07/2022,33,DIESEL,NAJ|JSU|ZSF,2.0
832,H13828887,H13828827,1,1/7/2022,30/07/2022,22,MUDPUMP,ZSF|NAJ|LEK,2.0
833,H13828893,H13828827,1,1/7/2022,30/07/2022,12,MUDPUMP,ZSF|LEK,0.5
834,H13828899,H13828827,1,1/7/2022,30/07/2022,22,DIESEL,LEK|NAJ|POW,1.0
835,H13828905,H13828827,1,1/7/2022,30/07/2022,12,MUDPUMP,NAJ|LEK|JSU|ZSF,1.0
836,H13828911,H13828827,1,1/7/2022,30/07/2022,48,DRILL,ZSF|POW,0.5
837,H13828917,H13828827,1,1/7/2022,30/07/2022,60,MUDPUMP,POW,1.0
838,H13828923,H13828827,1,1/7/2022,30/07/2022,3,MUDPUMP,JSU|LEK,1.5
839,H13828929,H13828827,1,1/7/2022,30/07/2022,41,MUDPUMP,NAJ|JSU|LEK|ZSF,0.5
840,H13828935,H13828827,1,1/7/2022,30/07/2022,11,MUDPUMP,ZSF|JSU|POW,0.5
841,H13828941,H13828827,1,1/7/2022,30/07/2022,42,GENERATOR,POW|NAJ,1.5
842,H13828947,H13828827,1,1/7/2022,30/07/2022,60,MUDPUMP,JSU|ZSF|POW,1.0
843,H13828953,H13828827,1,1/7/2022,30/07/2022,20,DRILL,ZSF|JSU,0.5
844,H13828959,H13828827,1,1/7/2022,30/07/2022,8,DRAWWORK,ZSF,0.5
845,H13828965,H13828827,1,1/7/2022,30/07/2022,21,DRILL,POW,1.0
846,H13828971,H13828827,1,1/7/2022,30/07/2022,13,GENERATOR,ZSF,2.0
847,H13828977,H13828827,1,1/7/2022,30/07/2022,32,DRAWWORK,LEK,1.5
848,H13828983,H13828827,1,1/7/2022,30/07/2022,11,DRAWWORK,LEK,0.5
849,H13828989,H13828827,1,1/7/2022,30/07/2022,21,MUDPUMP,LEK|JSU|POW|NAJ,2.0
850,H13828995,H13828827,1,1/7/2022,30/07/2022,3,DRAWWORK,ZSF,1.0
851,H13829001,H13828827,1,1/7/2022,30/07/2022,22,DRILL,ZSF|JSU|LEK,2.0
852,H13829007,H13828827,1,1/7/2022,30/07/2022,33,DRILL,JSU|POW|NAJ,1.5
853,H13829013,H13828827,1,1/7/2022,30/07/2022,50,DRAWWORK,LEK|ZSF,1.0
854,H13829019,H13828827,1,1/7/2022,30/07/2022,32,DIESEL,LEK|POW|NAJ,1.0
855,H13829025,H13828827,1,1/7/2022,30/07/2022,9,DIESEL,NAJ,1.5
856,H13829031,H13828827,1,1/7/2022,30/07/2022,12,GENERATOR,NAJ|ZSF|JSU|POW,0.5
857,H13829037,H13828827,1,1/7/2022,30/07/2022,51,DRILL,POW|LEK|ZSF,0.5
858,H13829043,H13828827,1,1/7/2022,30/07/2022,23,DRAWWORK,ZSF|NAJ,1.0
859,H13829049,H13828827,1,1/7/2022,30/07/2022,29,DRILL,ZSF,1.0
860,H13829055,H13828827,1,1/7/2022,30/07/2022,30,DIESEL,POW,2.0
861,H13829061,H13828827,1,1/7/2022,30/07/2022,41,DRILL,POW|JSU|ZSF,1.5
862,H13829067,H13828827,1,1/7/2022,30/07/2022,23,DRAWWORK,POW|NAJ|JSU|LEK,1.0
863,H13829073,H13828827,1,1/7/2022,30/07/2022,21,DIESEL,POW|LEK,1.0
864,H13829079,H13828827,1,1/7/2022,30/07/2022,41,GENERATOR,ZSF|POW,1.5
865,H13829085,H13828827,1,1/7/2022,30/07/2022,50,GENERATOR,LEK|JSU|NAJ,0.5
866,H13829091,H13828827,1,1/7/2022,30/07/2022,12,DRAWWORK,JSU|ZSF,0.5
867,H13829097,H13828827,1,1/7/2022,30/07/2022,43,DIESEL,JSU|LEK|POW|ZSF,1.0
868,H13829103,H13828827,1,1/7/2022,30/07/2022,22,DRILL,JSU,0.5
869,H13829109,H13828827,1,1/7/2022,30/07/2022,48,MUDPUMP,NAJ|ZSF,1.0
870,H13829115,H13828827,1,1/7/2022,30/07/2022,41,GENERATOR,LEK|POW|ZSF|JSU,2.0
871,H13829121,H13828827,1,1/7/2022,30/07/2022,19,DIESEL,LEK|ZSF|POW|NAJ,2.0
872,H13829127,H13828827,1,1/7/2022,30/07/2022,22,GENERATOR,LEK|ZSF,0.5
873,H13829133,H13828827,1,1/7/2022,30/07/2022,53,DRAWWORK,JSU|NAJ|LEK,1.0
874,H13829139,H13828827,1,1/7/2022,30/07/2022,32,DRAWWORK,POW,1.0
875,H13829145,H13828827,1,1/7/2022,30/07/2022,28,DRAWWORK,ZSF|JSU|LEK|NAJ,0.5
876,H13829151,H13828827,1,1/7/2022,30/07/2022,41,DIESEL,POW|LEK,1.0
877,H13829157,H13828827,1,1/7/2022,30/07/2022,12,DRAWWORK,JSU,1.5
878,H13829163,H13828827,1,1/7/2022,30/07/2022,63,GENERATOR,NAJ|POW|JSU,0.5
879,H13829169,H13828827,1,1/7/2022,30/07/2022,52,DRAWWORK,ZSF|JSU|LEK,0.5
880,H13829175,H13828827,1,1/7/2022,30/07/2022,10,MUDPUMP,ZSF|LEK|NAJ,1.5
881,H13829181,H13828827,1,1/7/2022,30/07/2022,31,GENERATOR,JSU,1.0
882,H13829187,H13828827,1,1/7/2022,30/07/2022,33,MUDPUMP,LEK|ZSF,0.5
883,H13829193,H13828827,1,1/7/2022,30/07/2022,63,MUDPUMP,LEK|POW|NAJ|ZSF,0.5
884,H13829199,H13828827,1,1/7/2022,30/07/2022,63,MUDPUMP,JSU|NAJ|ZSF|LEK,1.0
885,H13829205,H13828827,1,1/7/2022,30/07/2022,12,DIESEL,LEK|ZSF|POW|NAJ,2.0
886,H13829211,,1,1/7/2022,30/07/2022,20,GENERATOR,JSU,1.5
887,H13829218,H13829211,1,1/7/2022,30/07/2022,13,DIESEL,ZSF|POW|JSU,0.5
888,H13829225,H13829211,1,1/7/2022,30/07/2022,13,DRILL,POW|ZSF|LEK,2.0
889,H13829232,H13829211,1,1/7/2022,30/07/2022,52,GENERATOR,NAJ|ZSF,0.5
890,H13829239,H13829211,1,1/7/2022,30/07/2022,11,DIESEL,LEK|ZSF,1.0
891,H13829246,H13829211,1,1/7/2022,30/07/2022,33,DRAWWORK,ZSF|NAJ,2.0
892,H13829253,H13829211,1,1/7/2022,30/07/2022,3,DRILL,LEK|JSU,2.0
893,H13829260,H13829211,1,1/7/2022,30/07/2022,28,GENERATOR,POW|ZSF|JSU|NAJ,0.5
894,H13829267,H13829211,1,1/7/2022,30/07/2022,9,DRAWWORK,JSU,1.0
895,H13829274,H13829211,1,1/7/2022,30/07/2022,39,DRAWWORK,NAJ|JSU|LEK|ZSF,1.0
896,H13829281,H13829211,1,1/7/2022,30/07/2022,39,GENERATOR,JSU|ZSF|POW|LEK,0.5
897,H13829288,H13829211,1,1/7/2022,30/07/2022,29,DIESEL,JSU|ZSF|NAJ,1.0
898,H13829295,H13829211,1,1/7/2022,30/07/2022,3,GENERATOR,JSU|LEK|POW|NAJ,1.5
899,H13829302,H13829211,1,1/7/2022,30/07/2022,13,MUDPUMP,ZSF,0.5
900,H13829309,H13829211,1,1/7/2022,30/07/2022,29,GENERATOR,LEK|JSU|ZSF,0.5
901,H13829316,H13829211,1,15/07/2022,15/08/2022,22,DRAWWORK,LEK|ZSF|NAJ|POW,1.5
902,H13829323,H13829211,1,15/07/2022,15/08/2022,42,MUDPUMP,JSU|NAJ|POW|ZSF,1.0
903,H13829330,H13829211,1,15/07/2022,15/08/2022,30,DIESEL,POW|LEK|JSU,0.5
904,H13829337,H13829211,1,15/07/2022,15/08/2022,21,DRAWWORK,NAJ|POW|JSU|ZSF,0.5
905,H13829344,H13829211,1,15/07/2022,15/08/2022,29,DRILL,NAJ|LEK,1.0
906,H13829351,H13829211,1,15/07/2022,15/08/2022,22,DRAWWORK,ZSF|JSU|NAJ,2.0
907,H13829358,H13829211,1,15/07/2022,15/08/2022,50,DRILL,LEK|JSU|POW,1.5
908,H13829365,H13829211,1,15/07/2022,15/08/2022,51,GENERATOR,LEK,0.5
909,H13829372,H13829211,1,15/07/2022,15/08/2022,11,MUDPUMP,ZSF,2.0
910,H13829379,H13829211,1,15/07/2022,15/08/2022,50,GENERATOR,JSU,1.0
911,H13829386,H13829211,1,15/07/2022,15/08/2022,9,MUDPUMP,JSU,2.0
912,H13829393,H13829211,1,15/07/2022,15/08/2022,21,DRILL,LEK|NAJ|JSU,1.5
913,H13829400,H13829211,1,15/07/2022,15/08/2022,42,DIESEL,JSU|LEK|NAJ,1.0
914,H13829407,H13829211,1,15/07/2022,15/08/2022,2,GENERATOR,ZSF|LEK|POW,1.0
915,H13829414,H13829211,1,15/07/2022,15/08/2022,33,DRILL,POW|LEK|NAJ,1.5
916,H13829421,H13829211,1,15/07/2022,15/08/2022,23,GENERATOR,ZSF,0.5
917,H13829428,H13829211,1,15/07/2022,15/08/2022,2,DRILL,ZSF,0.5
918,H13829435,H13829211,1,15/07/2022,15/08/2022,23,MUDPUMP,JSU|POW|ZSF|LEK,1.0
919,H13829442,H13829211,1,15/07/2022,15/08/2022,31,MUDPUMP,POW|ZSF|JSU,1.5
920,H13829449,H13829211,1,15/07/2022,15/08/2022,22,GENERATOR,POW,0.5
921,H13829456,H13829211,1,15/07/2022,15/08/2022,2,GENERATOR,NAJ|JSU|POW,0.5
922,H13829463,H13829211,1,15/07/2022,15/08/2022,21,DRAWWORK,LEK|ZSF|POW,1.5
923,H13829470,H13829211,1,15/07/2022,15/08/2022,22,MUDPUMP,JSU,1.0
